Project Name,Package Name,Architecture Smell,Cause of the Smell
ChitChat,ui,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [createaccountWindow; loginwindow; ObjectFileCreate; personalchatroomui; uimain; FileShow]; [createaccountWindow.CustomeBorder]; [loginwindow.CustomeBorder]; [personalchatroomui.CustomeBorder]; [personalchatroomui.CustomeBorder1]. LCC (Lack of Component Cohesion) = 0.5
